Villages	Year	Avg_Temp_C	Avg_Humidity_Percent	Soil_Type	Soil_pH	Crop_Name	Crop_Season	Soil_N_kg_ha	Soil_P_kg_ha	Soil_K_kg_ha	Rainfall_mm	Yield_kg_ha	Fertilizer_Type	Fertilizer_Quantity_kg_ha	Farm_Area_ha
Ambapur	2024	19.5	54.7	Light Black Soil	7.674360681	Gram (Chickpea)	Rabi	273.2	10.7	207.9	0	1301	DAP	161	1.07
Amkhel	2024	19.7	51.7	Light Black Soil	7.330819098	Gram (Chickpea)	Rabi	175.3	22.2	496.2	0	1594	12:32:16	98	3.05
Amode	2024	19.9	52	Deep Black Soil	7.312865229	Wheat	Rabi	130.1	18.9	314.3	0	3558	DAP	226	1.91
Ashtane	2024	19.2	53	Light Black Soil	7.975529858	Gram (Chickpea)	Rabi	294	22.6	451.5	0	1131	12:32:16	96	3.58
Babhulade	2024	18.6	52.6	Light Black Soil	7.406506746	Gram (Chickpea)	Rabi	193.7	16.2	282	0	1442	DAP	131	1.7
Bagulnagar	2024	18.3	51.9	Light Black Soil	7.725389332	Gram (Chickpea)	Rabi	111.3	23	443.9	0	1661	12:32:16	94	3.76
Balhane	2024	19	49.7	Light Black Soil	7.460152051	Safflower	Rabi	106.9	23.6	277.6	0	1150	12:32:16	35	1.73
Balsane	2024	18.6	52	Light Black Soil	7.818778501	Safflower	Rabi	299.9	24.9	366.6	0	1102	12:32:16	28	2.55
Basar	2024	18.8	54.9	Light Black Soil	7.304698929	Safflower	Rabi	253.8	24.2	454.9	0	1029	12:32:16	32	4.75
Basarawal	2024	19.6	46.7	Light Black Soil	7.975856836	Gram (Chickpea)	Rabi	149.5	16.8	238.7	0	1177	DAP	128	1.55
Behed	2024	18.3	48.3	Light Black Soil	7.563031633	Gram (Chickpea)	Rabi	209.3	12.8	490.9	0	1357	DAP	150	2.22
Bhadane	2024	19.5	51.7	Light Black Soil	7.388840371	Safflower	Rabi	219.6	23.8	226.5	0	1246	12:32:16	34	2.73
Bhadgaon V	2024	19.9	53.9	Mixed Soil	6.92494447	Gram (Chickpea)	Rabi	290.8	19.1	268.6	0	1132	DAP	115	2.36
Bhagapur	2024	18.9	46.1	Light Black Soil	7.335806324	Gram (Chickpea)	Rabi	234.3	19.3	307.4	0	1681	DAP	114	1.45
Bhamer	2024	19.7	50	Light Black Soil	7.615819159	Gram (Chickpea)	Rabi	122.7	20.1	356.1	0	1563	12:32:16	109	4.7
Bhondgaon	2024	18.8	53.1	Light Black Soil	7.469602541	Gram (Chickpea)	Rabi	254.5	17.8	455.7	0	1455	DAP	122	4.51
Bhortipada	2024	18.8	53.3	Light Black Soil	7.863106693	Gram (Chickpea)	Rabi	210.4	18.4	463	0	1610	DAP	119	2.03
Bodakikhadi	2024	19.8	50.3	Light Black Soil	7.544710019	Gram (Chickpea)	Rabi	180.7	12	208.6	0	1131	DAP	154	3.64
Bodgaon	2024	19.4	47.4	Light Black Soil	7.398971418	Gram (Chickpea)	Rabi	297.4	21.6	259.6	0	1385	12:32:16	101	2.47
Bopkhel	2024	18.7	50.4	Light Black Soil	7.693715989	Gram (Chickpea)	Rabi	251	19.3	411.2	0	1483	DAP	114	4.27
Bramhanwel	2024	18.5	54.8	Light Black Soil	7.765421774	Safflower	Rabi	142.6	12	204.4	0	1358	12:32:16	99	3.22
Burudkhe	2024	19.4	52.8	Light Black Soil	7.333633526	Safflower	Rabi	170.1	18.8	317.7	0	1336	12:32:16	62	3.12
Charanmal	2024	18	46.5	Light Black Soil	7.334095373	Safflower	Rabi	187.5	23.6	304.5	0	1093	12:32:16	35	1.97
Chaupale	2024	18.1	48.3	Light Black Soil	7.229337142	Safflower	Rabi	202.8	21.8	319	0	1412	12:32:16	45	1.37
Chhadwel K	2024	19.1	46.1	Mixed Soil	8.051883426	Rabi Jowar	Rabi	224.4	22.9	484.9	0	2379	12:32:16	94	4.59
Chhail	2024	18.1	46.8	Light Black Soil	7.731043622	Gram (Chickpea)	Rabi	129.4	23.9	347.6	0	1640	12:32:16	89	4.6
Chhavadi	2024	18	51.1	Light Black Soil	7.579704701	Gram (Chickpea)	Rabi	151.6	16.9	494	0	1701	DAP	127	3.53
Chikase	2024	18.3	48.9	Light Black Soil	7.875336359	Gram (Chickpea)	Rabi	198.5	14.9	390	0	1193	DAP	138	2.36
Chinchkhede	2024	19.7	47.5	Light Black Soil	7.844536122	Safflower	Rabi	212.3	21.6	348.1	0	1307	12:32:16	46	1.68
Chinchpada	2024	18.7	51.9	Light Black Soil	7.668283492	Safflower	Rabi	148	11.1	238.7	0	979	12:32:16	104	2.4
Chipalipada	2024	18.4	54.4	Light Black Soil	7.894617024	Gram (Chickpea)	Rabi	125.6	12.3	241.6	0	1339	DAP	152	3.9
Chorwad	2024	18.2	54.3	Light Black Soil	7.364672968	Safflower	Rabi	228.2	12.7	303.7	0	1208	12:32:16	95	4.59
Dahiwel	2024	19	46.4	Light Black Soil	7.289535696	Gram (Chickpea)	Rabi	279.4	17.1	400.3	0	1452	DAP	126	4.55
Dangshirwade	2024	19.5	54.9	Light Black Soil	7.415799689	Safflower	Rabi	134.5	12.9	212.3	0	1409	12:32:16	94	4.12
Dapur	2024	18.7	47.3	Light Black Soil	7.245669485	Gram (Chickpea)	Rabi	133.8	14.2	253.1	0	1510	DAP	142	3.57
Daregaon	2024	18.1	51	Light Black Soil	7.624935622	Gram (Chickpea)	Rabi	117.7	11.8	338.2	0	1388	DAP	155	1.34
Darkhel	2024	19.1	53.5	Light Black Soil	7.949284554	Gram (Chickpea)	Rabi	141.3	15.5	351	0	1598	DAP	135	1.65
Datarti	2024	19.8	52.8	Light Black Soil	7.231474833	Gram (Chickpea)	Rabi	238.1	10.6	439.8	0	1688	DAP	162	4.59
Degaon	2024	19.8	48.6	Light Black Soil	7.297687931	Gram (Chickpea)	Rabi	225.6	11.2	462.1	0	1094	DAP	158	3.43
Deshshirwade	2024	18.1	48	Light Black Soil	7.561759223	Gram (Chickpea)	Rabi	284.2	10.9	283.1	0	1709	DAP	160	1.04
Devjipada	2024	18	51.9	Light Black Soil	7.947100014	Safflower	Rabi	261.2	21.2	255.4	0	1001	12:32:16	48	1.41
Devli Pada	2024	19.4	50.4	Light Black Soil	7.452924884	Gram (Chickpea)	Rabi	141.9	15.6	345.4	0	1601	DAP	134	3.65
Dhadane	2024	19.5	47.1	Light Black Soil	7.605787847	Gram (Chickpea)	Rabi	223.7	15.5	338.8	0	1259	DAP	135	1.02
Dhamandhar	2024	18.4	50.2	Light Black Soil	7.233258287	Safflower	Rabi	249.5	10.6	275.7	0	1023	12:32:16	107	1.64
Dhamnar	2024	18.1	53.7	Light Black Soil	7.318674561	Safflower	Rabi	242.7	23.4	353.5	0	1171	12:32:16	36	3.19
Dhaner	2024	19.2	52.2	Light Black Soil	7.989304098	Gram (Chickpea)	Rabi	206.4	11.6	334.2	0	1492	DAP	156	3.77
Dhangai	2024	20	51.5	Light Black Soil	7.972094957	Gram (Chickpea)	Rabi	206.5	13.6	280.8	0	1324	DAP	145	3.61
Dhavali Vihir	2024	18.7	51.7	Light Black Soil	7.203951985	Gram (Chickpea)	Rabi	175.5	10.3	296.6	0	1115	DAP	163	1.9
Dholipada	2024	18.7	54.5	Light Black Soil	7.961449428	Gram (Chickpea)	Rabi	142.3	14.9	235.9	0	1464	DAP	138	3.85
Dhongade Digar	2024	19.7	48.4	Mixed Soil	7.886503894	Gram (Chickpea)	Rabi	278.1	18.9	403.7	0	1658	DAP	116	1.95
Dighawe	2024	19.9	50.4	Light Black Soil	7.894334636	Gram (Chickpea)	Rabi	257.8	17.5	226.1	0	1325	DAP	124	2.3
Domkani	2024	18.4	52.9	Light Black Soil	7.563791885	Gram (Chickpea)	Rabi	207.4	18.8	423.6	0	1218	DAP	117	3.99
Dongarpada	2024	18.2	46.3	Light Black Soil	7.612476823	Safflower	Rabi	186.3	11.9	285.1	0	1172	12:32:16	100	3.6
Dusane	2024	18.4	47.3	Light Black Soil	7.591077264	Gram (Chickpea)	Rabi	172.6	19.7	371.2	0	1111	DAP	112	4.4
Ganeshpur	2024	18.7	47.4	Light Black Soil	7.733491406	Gram (Chickpea)	Rabi	171.2	24.8	381.7	0	1605	12:32:16	84	3.63
Gangapur	2024	19.7	53.6	Light Black Soil	7.311721004	Gram (Chickpea)	Rabi	147.4	11.5	245.9	0	1609	DAP	157	3.27
Gartad	2024	18.5	49.4	Light Black Soil	7.223978872	Safflower	Rabi	149.2	12.4	256	0	1242	12:32:16	97	1.37
Gavhanipada	2024	18.3	52.2	Light Black Soil	7.446343953	Gram (Chickpea)	Rabi	157	12.6	469	0	1306	DAP	151	2.47
Ghanegaon	2024	19.6	55	Light Black Soil	7.76374461	Safflower	Rabi	116	17.9	323.1	0	1344	12:32:16	67	2.06
Ghodade	2024	18.3	50.5	Light Black Soil	7.361482762	Gram (Chickpea)	Rabi	296.5	11.7	319.4	0	1435	DAP	156	1.98
Gondas	2024	18.4	52.5	Light Black Soil	7.738745947	Gram (Chickpea)	Rabi	293.9	23	445.1	0	1609	12:32:16	94	4.89
Gulnare	2024	19.6	48.6	Light Black Soil	7.975929637	Safflower	Rabi	151.6	12.6	400.6	0	1263	12:32:16	96	2.57
Hanumantpada	2024	18.1	54.7	Light Black Soil	7.275120573	Safflower	Rabi	285.9	18.4	371.5	0	1337	12:32:16	64	4.57
Hatti Bk	2024	18.6	51.2	Mixed Soil	7.943423601	Gram (Chickpea)	Rabi	156	21.5	256.1	0	1463	12:32:16	102	3.52
Hatti Kh	2024	18.6	51.8	Mixed Soil	7.554375373	Rabi Jowar	Rabi	164.7	16.4	352.3	0	2704	DAP	130	4.18
Hodadane	2024	19.9	46.7	Light Black Soil	7.894513804	Safflower	Rabi	148.5	11.7	383.2	0	1420	12:32:16	101	3.01
Ichchapur	2024	19.9	49.7	Light Black Soil	7.341719832	Gram (Chickpea)	Rabi	157.7	18.7	246.3	0	1426	DAP	117	3.31
Indawe	2024	19.9	49	Light Black Soil	7.754100762	Gram (Chickpea)	Rabi	196.2	18	215.5	0	1467	DAP	121	2.97
Isarde	2024	18	52.5	Light Black Soil	7.870492232	Safflower	Rabi	167.3	12	219	0	1066	12:32:16	99	1.78
Jaitane	2024	18.5	51.2	Light Black Soil	7.955691376	Gram (Chickpea)	Rabi	298	14.8	443	0	1480	DAP	139	3.89
Jamade	2024	19.2	52	Light Black Soil	7.746598423	Safflower	Rabi	150.9	20.2	428.1	0	1234	12:32:16	54	2.12
Jambhore	2024	18.3	48.1	Light Black Soil	7.597739811	Safflower	Rabi	219.1	17.1	323.6	0	1049	12:32:16	71	1.1
Jamkhel	2024	19.9	45.2	Light Black Soil	7.694277792	Gram (Chickpea)	Rabi	169.8	23.9	449.2	0	1118	12:32:16	89	3.58
Jamki	2024	19.4	47.7	Light Black Soil	7.895123988	Gram (Chickpea)	Rabi	293	11.9	419.3	0	1467	DAP	155	1.71
Jayramnagar	2024	19.3	48.4	Light Black Soil	7.656487797	Safflower	Rabi	287.7	12.7	219.9	0	1327	12:32:16	95	4.76
Jebapur	2024	18.5	53.3	Light Black Soil	7.224309648	Gram (Chickpea)	Rabi	248.2	18.6	452.5	0	1415	DAP	118	4.82
Jirapur	2024	19.3	52.8	Light Black Soil	7.944758956	Safflower	Rabi	128	21.9	260.5	0	1069	12:32:16	45	4.66
Kadre	2024	20	54.7	Light Black Soil	7.751621401	Gram (Chickpea)	Rabi	132.7	12.5	444.4	0	1507	DAP	151	2.48
Kadupada	2024	18	49.1	Light Black Soil	7.741210709	Safflower	Rabi	233	17.8	307.6	0	998	12:32:16	67	1.06
Kadyale	2024	19.8	51.2	Light Black Soil	7.372540122	Gram (Chickpea)	Rabi	275.4	15.9	445	0	1363	DAP	133	4.71
Kailasnagar	2024	19.9	47.7	Light Black Soil	7.727108376	Safflower	Rabi	187.8	15.7	338.8	0	1038	12:32:16	79	2.71
Kakani	2024	19.1	54.3	Light Black Soil	7.515091525	Gram (Chickpea)	Rabi	160.3	21.2	350.8	0	1198	12:32:16	103	4.87
Kakarde	2024	19.3	50.3	Light Black Soil	7.720986382	Gram (Chickpea)	Rabi	146.4	23.5	315.2	0	1209	12:32:16	91	4.85
Kaksewad	2024	19.2	49.4	Light Black Soil	7.285274424	Gram (Chickpea)	Rabi	208.7	23.6	387.3	0	1327	12:32:16	90	4.41
Kalamba	2024	18.2	46	Light Black Soil	7.726276244	Safflower	Rabi	123.4	24.1	388.3	0	985	12:32:16	32	2.18
Kalambhir	2024	19.3	46.6	Light Black Soil	7.999530981	Safflower	Rabi	167	12.1	438.2	0	1151	12:32:16	98	2.54
Kalgaon	2024	18	50.2	Light Black Soil	7.238569631	Gram (Chickpea)	Rabi	224	18	468.2	0	1407	DAP	121	4.4
Kaltek	2024	19.6	54.7	Light Black Soil	7.981739347	Gram (Chickpea)	Rabi	257.7	12.3	293.5	0	1389	DAP	152	2.27
Karanjati	2024	18	51.3	Light Black Soil	7.525526369	Gram (Chickpea)	Rabi	149.7	21.2	210.1	0	1325	12:32:16	103	1.68
Kasare	2024	18.9	46.5	Light Black Soil	7.89660276	Safflower	Rabi	214	21.4	463	0	1363	12:32:16	47	3.23
Kawathe	2024	19.5	47.3	Light Black Soil	7.825908387	Safflower	Rabi	168.4	22.3	233.2	0	1030	12:32:16	42	4.74
Khairkhunda	2024	18.9	50.5	Light Black Soil	7.653613009	Gram (Chickpea)	Rabi	269.3	11.9	319.2	0	1404	DAP	155	3.78
Khandbare	2024	18.8	50.1	Light Black Soil	7.790759367	Gram (Chickpea)	Rabi	259.5	12.2	268.8	0	1120	DAP	153	3.28
Kharadbari	2024	19.5	53.7	Light Black Soil	7.902812449	Gram (Chickpea)	Rabi	244.5	20.8	392.3	0	1126	12:32:16	106	1.39
Khargaon	2024	19.8	49	Light Black Soil	7.523312257	Gram (Chickpea)	Rabi	238.8	18.1	275.5	0	1447	DAP	120	3.46
Khatyal	2024	18.7	45.5	Light Black Soil	7.461626529	Gram (Chickpea)	Rabi	169.1	12.7	472.5	0	1442	DAP	150	4.96
Khori	2024	18.1	50.4	Light Black Soil	7.734074708	Safflower	Rabi	216.7	16	338.6	0	1381	12:32:16	77	1.56
Khudane	2024	18.1	51.8	Light Black Soil	7.846276754	Gram (Chickpea)	Rabi	289.5	12.3	375.9	0	1437	DAP	152	3.07
Kirwade	2024	18.9	52.9	Light Black Soil	7.809828108	Safflower	Rabi	201.2	19.2	205.4	0	1421	12:32:16	59	4.51
Kokale	2024	19.5	53.7	Light Black Soil	7.838250919	Gram (Chickpea)	Rabi	274.4	24	369.5	0	1111	12:32:16	88	3.96
Kokangaon	2024	18.3	47.7	Light Black Soil	7.548466652	Gram (Chickpea)	Rabi	239.3	23.8	412.2	0	1143	12:32:16	89	3.79
Korde	2024	18.6	49.8	Light Black Soil	7.854267373	Safflower	Rabi	130.5	18.6	382	0	981	12:32:16	63	3.81
Kudashi	2024	18.9	49.1	Light Black Soil	7.296167244	Safflower	Rabi	184.8	21	480.3	0	1049	12:32:16	50	2.44
Kuher	2024	19.5	49.8	Light Black Soil	7.635591278	Safflower	Rabi	285.1	16.8	234	0	1220	12:32:16	73	2.17
Kuruswade	2024	18.8	54.4	Light Black Soil	7.204606928	Gram (Chickpea)	Rabi	297	22.6	237.4	0	1493	12:32:16	96	4.24
Kuttarkhamb	2024	18.8	48.9	Light Black Soil	7.459668664	Gram (Chickpea)	Rabi	284.2	23	355.7	0	1109	12:32:16	94	4.24
Kuttarmare	2024	18.1	53.8	Light Black Soil	7.493169228	Safflower	Rabi	218.3	16	216.4	0	1414	12:32:16	77	4.47
Lagalwal	2024	20	46.6	Light Black Soil	7.516938153	Gram (Chickpea)	Rabi	167	22	201.4	0	1619	12:32:16	99	4.65
Lakhale	2024	19.7	54.2	Light Black Soil	7.756373765	Gram (Chickpea)	Rabi	166.7	16	361.2	0	1270	DAP	132	3.05
Lavhartodi	2024	19.9	49	Light Black Soil	7.510846481	Gram (Chickpea)	Rabi	284	15.2	304.1	0	1129	DAP	136	3.01
Lonkhede	2024	19.5	52.3	Light Black Soil	7.558954898	Gram (Chickpea)	Rabi	247.5	16.8	267.4	0	1189	DAP	128	4.19
Machmal	2024	19.3	47.9	Light Black Soil	7.390035305	Safflower	Rabi	190.5	12.1	252.9	0	1021	12:32:16	98	3.6
Mahir	2024	18.2	52.9	Light Black Soil	7.498601433	Gram (Chickpea)	Rabi	199.7	16.3	474.5	0	1159	DAP	130	3.81
Mahuband	2024	19.4	50.4	Light Black Soil	7.381815702	Gram (Chickpea)	Rabi	172.5	18.7	389.7	0	1412	DAP	117	4.18
Maindane	2024	18	48	Light Black Soil	7.258556739	Gram (Chickpea)	Rabi	102.6	20	253.4	0	1237	12:32:16	110	4.56
Malangaon	2024	18.7	49.7	Light Black Soil	7.682758875	Gram (Chickpea)	Rabi	292.2	12.2	324.4	0	1309	DAP	153	2.35
Malanjan	2024	18.9	53.1	Light Black Soil	7.734570239	Gram (Chickpea)	Rabi	117.1	25	350.7	0	1713	12:32:16	82	2.5
Malgaon Pr Warse	2024	18.2	48.8	Mixed Soil	7.853133588	Gram (Chickpea)	Rabi	219.1	11	425	0	1518	DAP	160	1.38
Malkhede	2024	19.5	50.1	Light Black Soil	7.570795235	Gram (Chickpea)	Rabi	142	23.5	261.5	0	1687	12:32:16	91	3.31
Malpur	2024	18.2	49.3	Light Black Soil	7.503828624	Safflower	Rabi	138.1	10.5	341.6	0	1028	12:32:16	107	1.14
Malyachapada	2024	19.5	46.4	Light Black Soil	7.89066692	Gram (Chickpea)	Rabi	213	11	432.7	0	1325	DAP	160	2.86
Mandane	2024	19.8	49.8	Light Black Soil	7.615265428	Gram (Chickpea)	Rabi	190.7	17.9	332.2	0	1435	DAP	122	3.17
Manjari	2024	19.5	50.5	Light Black Soil	7.583345502	Safflower	Rabi	180.2	18.4	246.6	0	997	12:32:16	64	2.15
Mapalgaon	2024	19.8	52.6	Light Black Soil	7.220513653	Safflower	Rabi	136.4	22.9	483.8	0	962	12:32:16	39	3.36
Mavajipada	2024	19.1	46.2	Mixed Soil	7.380121307	Gram (Chickpea)	Rabi	174.7	14.1	393.2	0	1509	DAP	142	1.12
Mhasale	2024	19.1	48	Light Black Soil	7.504156495	Gram (Chickpea)	Rabi	181.7	10.4	246.8	0	1491	DAP	163	1.15
Mhasdi Pr Ner	2024	19.4	49.6	Mixed Soil	7.477998728	Wheat	Rabi	243.2	19.9	208.1	0	3372	DAP	221	4.29
Mhasdi Pr Pimpalner	2024	18.9	46.1	Mixed Soil	7.786293028	Gram (Chickpea)	Rabi	144.4	13.5	401.6	0	1393	DAP	146	2.44
Mohagaon	2024	18.7	54.4	Light Black Soil	7.626882037	Safflower	Rabi	103.9	11.6	440	0	1159	12:32:16	101	1.51
Mohane	2024	18.7	53.4	Light Black Soil	7.686324074	Safflower	Rabi	135.7	19.8	271.5	0	972	12:32:16	56	3.09
Nadse	2024	18.1	54.7	Light Black Soil	7.811906609	Gram (Chickpea)	Rabi	119.9	13.6	416.7	0	1295	DAP	145	4.08
Nagaziri	2024	19.8	47.5	Light Black Soil	7.850388591	Safflower	Rabi	271.1	22.5	319.2	0	1045	12:32:16	41	1.86
Nagpur	2024	19.9	45.5	Light Black Soil	7.774498461	Gram (Chickpea)	Rabi	233.6	13.1	287.9	0	1143	DAP	148	3.49
Nandarakhi	2024	19.9	47.2	Light Black Soil	7.964418957	Gram (Chickpea)	Rabi	279.3	10.2	225.7	0	1692	DAP	164	1.34
Nandwan	2024	18.7	47.7	Light Black Soil	7.214586066	Gram (Chickpea)	Rabi	141.6	10.4	254.4	0	1464	DAP	163	1.21
Nawadane	2024	18.3	47.4	Light Black Soil	7.356622389	Safflower	Rabi	216.6	16.3	467.8	0	1310	12:32:16	75	3.13
Nawapada	2024	18.3	50	Light Black Soil	7.2060503	Gram (Chickpea)	Rabi	263.5	15.1	277.8	0	1282	DAP	137	3.16
Nawenagar	2024	19	46.6	Light Black Soil	7.717979771	Safflower	Rabi	175.9	18.9	280.4	0	1149	12:32:16	61	3.55
Nijampur	2024	18.8	47.9	Mixed Soil	8.326651933	Wheat	Rabi	224.8	16.1	365.6	0	3121	DAP	241	3.9
Nilgavhan	2024	19.3	52.4	Light Black Soil	7.394785837	Gram (Chickpea)	Rabi	187.2	14.4	484.5	0	1142	DAP	141	4.9
Ozarade	2024	18.6	47.7	Light Black Soil	7.941627636	Gram (Chickpea)	Rabi	252.7	12.1	460.5	0	1195	DAP	153	3.07
Pachale	2024	18.3	45.4	Light Black Soil	7.248213912	Gram (Chickpea)	Rabi	197.5	23.4	440	0	1590	12:32:16	91	2.29
Panchmauli	2024	18.6	51.5	Light Black Soil	7.947548821	Safflower	Rabi	185	10.3	280.6	0	1285	12:32:16	108	4.18
Pangan	2024	18.1	52.7	Light Black Soil	7.48129815	Gram (Chickpea)	Rabi	208.3	19.5	277.4	0	1430	DAP	113	2.08
Panhalipada	2024	18.5	48.7	Light Black Soil	7.281136663	Safflower	Rabi	127.9	22.5	495.3	0	1188	12:32:16	41	2.76
Pankheda	2024	18.6	45.5	Light Black Soil	7.588697407	Safflower	Rabi	205.1	12.6	281.7	0	1403	12:32:16	96	1.31
Pargaon	2024	18.5	49.8	Light Black Soil	7.405421254	Safflower	Rabi	103.7	23.7	235.3	0	995	12:32:16	35	1.1
Perejpur	2024	19.9	47.8	Light Black Soil	7.427898322	Gram (Chickpea)	Rabi	215.3	14.1	366.3	0	1260	DAP	142	4.85
Petale	2024	18.8	53.1	Light Black Soil	7.445831972	Gram (Chickpea)	Rabi	230.3	22.4	261.9	0	1304	12:32:16	97	4.34
Phophade	2024	20	53.8	Light Black Soil	7.842420718	Gram (Chickpea)	Rabi	102.2	12.1	470	0	1581	DAP	153	3.78
Phophare	2024	19.1	51.6	Light Black Soil	7.631329021	Safflower	Rabi	274.8	19	380.2	0	1436	12:32:16	60	2.64
Pimpalgaon	2024	18.1	47.6	Light Black Soil	7.449046159	Safflower	Rabi	233	12.6	474.3	0	1076	12:32:16	96	1.69
Pimpalgaon Kh	2024	19.5	54.3	Mixed Soil	7.837567432	Gram (Chickpea)	Rabi	183.8	15.7	355.7	0	1640	DAP	134	1.63
Pimpalner	2024	20	52.8	Light Black Soil	7.772920539	Safflower	Rabi	109.4	12.5	421.4	0	1359	12:32:16	96	2
Pinjar Zadi	2024	19.6	54.7	Light Black Soil	7.418099201	Gram (Chickpea)	Rabi	116.6	19	273.6	0	1224	DAP	116	3.2
Pokare	2024	19.8	46.7	Light Black Soil	7.530839281	Safflower	Rabi	177.9	14.3	306.7	0	1152	12:32:16	86	3.86
Pratappur	2024	18.5	54.2	Light Black Soil	7.297508875	Gram (Chickpea)	Rabi	243.8	14.5	369.9	0	1342	DAP	140	3.64
Punajinagar	2024	18.8	46	Mixed Soil	7.107953894	Rabi Jowar	Rabi	195.2	20	481	0	3336	12:32:16	110	2.12
Raikot	2024	18.6	45.9	Mixed Soil	7.957900352	Wheat	Rabi	246.5	13.2	209.4	0	3040	DAP	257	4.82
Raipur	2024	19.7	52	Mixed Soil	7.108445191	Rabi Jowar	Rabi	152.5	18.9	215.4	0	3135	DAP	116	3.95
Raitel	2024	18.8	47.8	Mixed Soil	7.692777752	Rabi Jowar	Rabi	199.3	19	300.3	0	2614	DAP	116	3.22
Ranjangaon	2024	18.9	49.7	Mixed Soil	8.005378645	Rabi Jowar	Rabi	254.2	11.6	222.5	0	3059	DAP	156	3.45
Rohan	2024	19.4	50	Mixed Soil	6.981690769	Wheat	Rabi	245.6	17.4	406.5	0	3385	DAP	234	2.68
Rohod	2024	19.8	48.5	Mixed Soil	7.764430773	Wheat	Rabi	187	13.7	445.7	0	3613	DAP	255	1.99
Rojgaon	2024	18.5	46.1	Mixed Soil	7.236156732	Wheat	Rabi	259.9	20.4	281.6	0	3979	DAP	218	2.42
Runmali	2024	18.8	48.5	Mixed Soil	8.436975688	Wheat	Rabi	218	15.4	227.5	0	3938	DAP	245	4.03
Sakri	2024	18.6	49.9	Mixed Soil	7.622027599	Wheat	Rabi	283.5	12.1	485.1	0	4028	DAP	263	1.06
Saltek	2024	19.1	46.3	Mixed Soil	8.170187335	Rabi Jowar	Rabi	189.2	12.8	362.6	0	2307	DAP	150	1.46
Samode	2024	19.8	49.3	Mixed Soil	7.735385122	Gram (Chickpea)	Rabi	274.6	21	442	0	1523	12:32:16	104	1.18
Satarpada	2024	18.1	53.4	Mixed Soil	6.873801306	Wheat	Rabi	231.8	20.4	454.8	0	2982	DAP	218	1.16
Satmane	2024	18.7	51.2	Mixed Soil	7.876357339	Wheat	Rabi	149.9	17.3	266.4	0	3379	DAP	235	4.42
Savarimal	2024	19.6	48.5	Mixed Soil	8.417385682	Gram (Chickpea)	Rabi	297.5	24.2	211.8	0	1431	12:32:16	87	3.81
Sayane	2024	19	50.3	Mixed Soil	7.822740094	Gram (Chickpea)	Rabi	290	24.3	372	0	1338	12:32:16	86	3.81
Sayyadnagar	2024	18.6	53.6	Mixed Soil	8.192621061	Gram (Chickpea)	Rabi	241.1	23.9	254.2	0	1413	12:32:16	89	2.9
Shelbari	2024	19.1	47.1	Mixed Soil	8.303150988	Rabi Jowar	Rabi	213.6	23.7	210.2	0	3356	12:32:16	90	1.39
Shenpur	2024	19	48.2	Mixed Soil	7.187735612	Gram (Chickpea)	Rabi	239.5	14.5	477.3	0	1167	DAP	140	2.97
Shenwad	2024	19.6	52.1	Mixed Soil	7.160476228	Rabi Jowar	Rabi	294.2	24.2	342.3	0	2997	12:32:16	87	2.89
Shewadi	2024	18.9	50.5	Mixed Soil	7.838667681	Rabi Jowar	Rabi	272.4	22.7	295.7	0	2684	12:32:16	95	1.69
Shewage	2024	19.2	49	Mixed Soil	7.498748399	Wheat	Rabi	265.8	10.6	378.9	0	2972	DAP	272	2.74
Shewali D	2024	18.2	53.2	Mixed Soil	8.227764215	Rabi Jowar	Rabi	146	11.8	223.1	0	2418	DAP	155	2.59
Shirsole	2024	19	45.5	Mixed Soil	8.33003931	Wheat	Rabi	239.3	15.1	417.4	0	4147	DAP	247	3.46
Shiv	2024	18.1	53.4	Mixed Soil	7.400816345	Rabi Jowar	Rabi	113.1	14.7	361.8	0	3225	DAP	139	3.54
Shivajinagar	2024	19.6	49.6	Mixed Soil	7.20267995	Wheat	Rabi	258.1	14.8	387.8	0	4086	DAP	249	1.18
Shivarimal	2024	18.4	49.7	Mixed Soil	8.126893376	Rabi Jowar	Rabi	277.2	19.2	269.9	0	3351	DAP	114	2.5
Sinbun	2024	18.4	48.6	Mixed Soil	7.26717026	Rabi Jowar	Rabi	104.9	23.1	206.4	0	2473	12:32:16	93	3.5
Sitarampur	2024	18.5	53.8	Mixed Soil	8.198444341	Rabi Jowar	Rabi	274.9	17.9	481.7	0	2638	DAP	122	3.01
Sukapur	2024	18.7	46.3	Mixed Soil	7.520355031	Rabi Jowar	Rabi	259.8	25	305.2	0	2990	12:32:16	82	4.43
Surpan	2024	19.7	52.1	Mixed Soil	7.934834829	Wheat	Rabi	253.4	16	344	0	3477	DAP	242	3.63
Sutare	2024	19.8	48.6	Mixed Soil	6.962410034	Wheat	Rabi	225.5	23.1	495.2	0	3382	DAP	203	1.65
Tamaswadi	2024	18.6	45.7	Light Black Soil	7.69908746	Gram (Chickpea)	Rabi	241.2	11.2	225.5	0	1309	DAP	158	3.44
Tembhe Pr Bhamer	2024	18.9	47.3	Mixed Soil	7.568005054	Wheat	Rabi	253.7	16.3	326.4	0	3635	DAP	240	1.28
Tembhe Pr Warse	2024	18.4	53.5	Mixed Soil	7.797234387	Gram (Chickpea)	Rabi	247.5	13.6	233.1	0	1448	DAP	145	3.57
